Entity,Value Date,Amount Functional Currency,Liquidity Group
4B9,2025-04-02,-860648.38,TRP
4B9,2025-04-02,-1379.4,TRP
4B9,2025-03-31,14155.78,TRR
4B9,2025-03-31,33690.56,TRR
4B9,2025-04-02,21105.36,TRR
4B9,2025-04-02,22625.31,TRR
4B9,2025-04-02,29867.23,TRR
4B9,2025-04-02,58192.18,TRR
4B9,2025-04-03,39726.93,TRR
4B9,2025-04-03,73068.63,TRR
4B9,2025-04-04,7517.66,TRR
4B9,2025-04-04,13350.0,TRR
4B9,2025-04-04,15660.93,TRR
4B9,2025-04-04,60163.28,TRR
4B9,2025-04-09,-6461.5,TRP
4B9,2025-04-09,-14140.71,TRP
4B9,2025-04-09,-131560.99,TRP
4B9,2025-04-09,-1633.5,TRP
4B9,2025-04-09,-20226.42,TRP
4B9,2025-04-09,-2200.0,TRP
4B9,2025-04-09,-2029.6,TRP
4B9,2025-04-09,-518.0,TRP
4B9,2025-04-09,-484.0,TRP
4B9,2025-04-09,-726.0,TRP
4B9,2025-04-08,4870.37,TRR
4B9,2025-04-08,135321.24,TRR
4B9,2025-04-09,16089.32,TRR
4B9,2025-04-09,23547.46,TRR
4B9,2025-04-09,27277.6,TRR
4B9,2025-04-10,4379.99,TRR
4B9,2025-04-11,6712.09,TRR
4B9,2025-04-11,34348.68,TRR
4B9,2025-04-11,375473.82,TRR
4B9,2025-04-16,-6449.3,TRP
4B9,2025-04-16,-2847.0,TRP
4B9,2025-04-16,-4847.5,TRP
4B9,2025-04-16,-701.8,TRP
4B9,2025-04-16,-2999.6,TRP
4B9,2025-04-16,-2662.52,TRP
4B9,2025-04-16,-1297.12,TRP
4B9,2025-04-16,-2020.7,TRP
4B9,2025-04-16,-479.96,TRP
4B9,2025-04-16,-3786.3,TRP
4B9,2025-04-16,-408.0,TRP
4B9,2025-04-16,-1576.0,TRP
4B9,2025-04-16,-12929.6,TRP
4B9,2025-04-16,-2578.78,TRP
4B9,2025-04-16,-463.22,TRP
4B9,2025-04-14,35716.77,TRR
4B9,2025-04-15,36752.51,TRR
4B9,2025-04-16,3919.14,TRR
4B9,2025-04-16,11550.0,TRR
4B9,2025-04-16,35172.96,TRR
4B9,2025-04-16,39179.74,TRR
4B9,2025-04-16,67034.38,TRR
4B9,2025-04-23,-1076.9,TRP
4B9,2025-04-23,-1610.0,TRP
4B9,2025-04-23,-151.37,TRP
4B9,2025-04-23,-727.17,TRP
4B9,2025-04-23,-3509.0,TRP
4B9,2025-04-23,-353.07,TRP
4B9,2025-04-23,-1936.0,TRP
4B9,2025-04-17,27864.84,TRR
4B9,2025-04-17,42556.79,TRR
4B9,2025-04-17,76742.51,TRR
4B9,2025-04-23,14559.18,TRR
4B9,2025-04-23,22572.21,TRR
4B9,2025-04-23,32225.64,TRR
4B9,2025-04-24,3825.12,TRR
4B9,2025-04-24,21939.97,TRR
4B9,2025-04-24,44759.89,TRR
4B9,2025-04-30,-5372.4,TRP
4B9,2025-04-30,-14140.71,TRP
4B9,2025-04-30,-240.92,TRP
4B9,2025-04-30,-3133.6,TRP
4B9,2025-04-30,-1870.0,TRP
4B9,2025-04-30,-871.93,TRP
4B9,2025-04-30,-692811.49,TRP
4B9,2025-04-30,-1013.01,TRP
4B9,2025-04-30,-526.35,TRP
4B9,2025-04-25,4003.67,TRR
4B9,2025-04-25,5223.64,TRR
4B9,2025-04-25,49412.44,TRR
4B9,2025-04-28,71283.14,TRR
4B9,2025-04-28,77013.35,TRR
4B9,2025-04-28,98467.25,TRR
4B9,2025-04-30,12638.83,TRR
4B9,2025-04-30,23555.57,TRR
4B9,2025-04-30,27437.68,TRR
4B9,2025-05-07,-19.49,TRP
4B9,2025-05-07,-110777.0,TRP
4B9,2025-05-07,-4356.0,TRP
4B9,2025-05-07,-2380.0,TRP
4B9,2025-05-07,-2029.6,TRP
4B9,2025-05-07,-236.99,TRP
4B9,2025-05-07,-5065.0,TRP
4B9,2025-05-07,-980.1,TRP
4B9,2025-05-07,-544.5,TRP
4B9,2025-05-02,669.04,TRR
4B9,2025-05-02,66755.41,TRR
4B9,2025-05-02,67443.83,TRR
4B9,2025-05-05,33542.41,TRR
4B9,2025-05-05,45707.11,TRR
4B9,2025-05-05,64313.79,TRR
4B9,2025-05-05,121084.0,TRR
4B9,2025-05-06,89432.32,TRR
4B9,2025-05-07,4501.53,TRR
4B9,2025-05-07,7832.9,TRR
4B9,2025-05-07,20334.99,TRR
4B9,2025-05-07,21475.59,TRR
4B9,2025-05-07,24097.48,TRR
4B9,2025-05-07,26788.26,TRR
4B9,2025-05-07,28566.92,TRR
4B9,2025-05-08,9965.34,TRR
4B9,2025-05-09,2744.32,TRR
4B9,2025-05-09,4989.4,TRR
4B9,2025-05-09,9723.18,TRR
4B9,2025-05-09,76188.6,TRR
4B9,2025-05-14,-2141.7,TRP
4B9,2025-05-14,-3842.35,TRP
4B9,2025-05-14,-4530.38,TRP
4B9,2025-05-14,-1259.61,TRP
4B9,2025-05-14,-2087.0,TRP
4B9,2025-05-14,-242.97,TRP
4B9,2025-05-14,-470.5,TRP
4B9,2025-05-14,-1331.0,TRP
4B9,2025-05-14,-3366.2,TRP
4B9,2025-05-14,-1529.0,TRP
4B9,2025-05-14,-2603.81,TRP
4B9,2025-05-14,-2940.3,TRP
4B9,2025-05-14,-1237.83,TRP
4B9,2025-05-12,34510.05,TRR
4B9,2025-05-12,112780.38,TRR
4B9,2025-05-14,1152.71,TRR
4B9,2025-05-14,1456.12,TRR
4B9,2025-05-14,20390.81,TRR
4B9,2025-05-14,92819.35,TRR
4B9,2025-05-21,-2444.2,TRP
4B9,2025-05-21,-79.27,TRP
4B9,2025-05-21,-1009.64,TRP
4B9,2025-05-21,-105.22,TRP
4B9,2025-05-21,-1297.12,TRP
4B9,2025-05-21,-1778.7,TRP
4B9,2025-05-21,-1441.85,TRP
4B9,2025-05-21,-479.96,TRP
4B9,2025-05-21,-450.48,TRP
4B9,2025-05-21,-520.3,TRP
4B9,2025-05-16,1372.16,TRR
4B9,2025-05-16,13578.27,TRR
4B9,2025-05-16,14426.65,TRR
4B9,2025-05-16,37267.19,TRR
4B9,2025-05-16,111119.55,TRR
4B9,2025-05-19,10150.45,TRR
4B9,2025-05-19,36263.88,TRR
4B9,2025-05-20,579.99,TRR
4B9,2025-05-20,9407.72,TRR
4B9,2025-05-21,7953.85,TRR
4B9,2025-05-21,14268.36,TRR
4B9,2025-05-22,53025.58,TRR
4B9,2025-05-28,-871.2,TRP
4B9,2025-05-28,-250.0,TRP
4B9,2025-05-28,-6852.46,TRP
4B9,2025-05-28,-1755.71,TRP
4B9,2025-05-28,-1305.56,TRP
4B9,2025-05-28,-4876.3,TRP
4B9,2025-05-28,-478.92,TRP
4B9,2025-05-28,-17058.0,TRP
4B9,2025-05-28,-1099123.28,TRP
4B9,2025-05-28,-2940.3,TRP
4B9,2025-05-28,-520.3,TRP
4B9,2025-05-28,-3257.32,TRP
4B9,2025-05-23,5253.14,TRR
4B9,2025-05-23,113076.46,TRR
4B9,2025-05-26,22872.64,TRR
4B9,2025-05-26,26244.97,TRR
4B9,2025-05-26,29986.98,TRR
4B9,2025-05-26,85692.28,TRR
4B9,2025-05-28,10.47,TRR
4B9,2025-05-28,8748.49,TRR
4B9,2025-05-28,10565.46,TRR
4B9,2025-05-28,15907.92,TRR
4B9,2025-05-28,22178.16,TRR
4B9,2025-05-28,38265.38,TRR
4B9,2025-05-29,7331.78,TRR
4B9,2025-05-30,1369.75,TRR
4B9,2025-05-30,35599.11,TRR
4B9,2025-05-30,97885.02,TRR
4B9,2025-06-04,-3012.9,TRP
4B9,2025-06-04,-14140.71,TRP
4B9,2025-06-04,-89.51,TRP
4B9,2025-06-04,-1512.0,TRP
4B9,2025-06-04,-2620.0,TRP
4B9,2025-06-04,-181.12,TRP
4B9,2025-06-04,-3920.4,TRP
4B9,2025-06-04,-544.5,TRP
4B9,2025-06-02,12205.35,TRR
4B9,2025-06-03,7559.16,TRR
4B9,2025-06-03,38439.1,TRR
4B9,2025-06-03,48975.83,TRR
4B9,2025-06-03,70792.04,TRR
4B9,2025-06-04,13856.32,TRR
4B9,2025-06-04,16770.83,TRR
4B9,2025-06-04,67764.28,TRR
4B9,2025-06-05,35117.98,TRR
4B9,2025-06-05,111160.25,TRR
4B9,2025-06-11,-2165.9,TRP
4B9,2025-06-11,-2000.0,TRP
4B9,2025-06-11,-89850.16,TRP
4B9,2025-06-11,-669.0,TRP
4B9,2025-06-11,-4924.7,TRP
4B9,2025-06-11,-2984.65,TRP
4B9,2025-06-11,-4908.4,TRP
4B9,2025-06-11,-794.0,TRP
4B9,2025-06-11,-279.51,TRP
4B9,2025-06-11,-1249.93,TRP
4B9,2025-06-06,2979.72,TRR
4B9,2025-06-06,73094.52,TRR
4B9,2025-06-09,30624.88,TRR
4B9,2025-06-10,64408.61,TRR
4B9,2025-06-10,121821.05,TRR
4B9,2025-06-12,-134794.0,TRP
4B9,2025-06-11,31510.45,TRR
4B9,2025-06-11,33191.32,TRR
4B9,2025-06-12,66303.88,TRR
4B9,2025-06-18,-2548.26,TRP
4B9,2025-06-18,-1297.12,TRP
4B9,2025-06-18,-111.5,TRP
82J,2025-09-19,9486.95,TRR
4B9,2025-06-18,-5033.6,TRP
4B9,2025-06-18,-479.96,TRP
4B9,2025-06-18,-2029.6,TRP
4B9,2025-06-18,-1850.02,TRP
4B9,2025-06-18,-1960.2,TRP
4B9,2025-06-18,-107190.12,TRP
4B9,2025-06-13,5570.98,TRR
4B9,2025-06-13,8397.66,TRR
4B9,2025-06-16,37067.73,TRR
4B9,2025-06-16,56403.97,TRR
86W,2025-01-23,32026.98,TRR
86W,2025-01-23,58985.88,TRR
4B9,2025-06-18,5126.83,TRR
4B9,2025-06-18,24239.68,TRR
4B9,2025-06-18,112066.35,TRR
4B9,2025-06-19,51879.73,TRR
4B9,2025-06-20,2739.49,TRR
4B9,2025-06-20,4390.27,TRR
4B9,2025-06-20,4733.2,TRR
4B9,2025-06-20,13172.96,TRR
4B9,2025-06-20,22258.55,TRR
4B9,2025-06-20,48810.44,TRR
4B9,2025-06-25,-2340.88,TRP
4B9,2025-06-25,-103.39,TRP
4B9,2025-06-25,-8409.5,TRP
4B9,2025-06-25,-160.0,TRP
4B9,2025-06-25,-2207.04,TRP
4B9,2025-06-25,-29791.9,TRP
4B9,2025-06-25,-219.0,TRP
4B9,2025-06-25,-8754.0,TRP
4B9,2025-06-25,-1960.2,TRP
4B9,2025-06-25,-556.6,TRP
4B9,2025-07-02,-2548.26,TRP
4B9,2025-07-02,-14140.71,TRP
4B9,2025-07-02,-22.64,TRP
4B9,2025-07-02,-1841.0,TRP
4B9,2025-07-02,-22532.0,TRP
4B9,2025-07-02,-2276.92,TRP
4B9,2025-07-02,-3061.3,TRP
4B9,2025-07-02,-2087.6,TRP
4B9,2025-07-02,-440.03,TRP
4B9,2025-07-02,-169385.26,TRP
4B9,2025-07-02,-463.22,TRP
4B9,2025-07-02,-520.3,TRP
4B9,2025-06-23,35342.76,TRR
4B9,2025-06-23,52070.08,TRR
4B9,2025-06-23,133356.38,TRR
4B9,2025-06-26,-91102.1,TRP
4B9,2025-06-25,15339.84,TRR
4B9,2025-06-25,24119.65,TRR
4B9,2025-06-25,41577.17,TRR
4B9,2025-06-26,31795.16,TRR
4B9,2025-06-26,40920.0,TRR
4B9,2025-06-27,2638.7,TRR
4B9,2025-06-27,3651.56,TRR
4B9,2025-06-27,7653.8,TRR
4B9,2025-06-27,27003.04,TRR
4B9,2025-06-27,142907.82,TRR
4B9,2025-06-30,15117.5,TRR
4B9,2025-06-30,32114.93,TRR
4B9,2025-07-01,55294.67,TRR
4B9,2025-07-02,13753.6,TRR
4B9,2025-07-02,62652.18,TRR
4B9,2025-07-02,72098.25,TRR
4B9,2025-07-03,5386.31,TRR
4B9,2025-07-03,7328.97,TRR
4B9,2025-07-03,30510.78,TRR
4B9,2025-07-03,36444.45,TRR
4B9,2025-07-03,49736.4,TRR
4B9,2025-07-03,89748.05,TRR
4B9,2025-07-04,88993.19,TRR
4B9,2025-07-09,-1751.48,TRP
4B9,2025-07-09,-2662.0,TRP
4B9,2025-07-09,-162.0,TRP
4B9,2025-07-09,-2029.6,TRP
4B9,2025-07-09,-515.01,TRP
4B9,2025-07-09,-980.1,TRP
4B9,2025-07-09,6574.32,TRR
4B9,2025-07-09,7268.1,TRR
4B9,2025-07-09,15332.37,TRR
4B9,2025-07-09,22274.39,TRR
4B9,2025-07-09,75382.72,TRR
4B9,2025-07-10,185.26,TRR
4B9,2025-07-16,-48285.06,TRP
4B9,2025-07-16,-2165.9,TRP
4B9,2025-07-16,-1755.71,TRP
4B9,2025-07-16,-85726.99,TRP
97R,2025-09-11,51532.06,TRR
4B9,2025-07-16,-1707.71,TRP
4B9,2025-07-16,-4005.1,TRP
4B9,2025-07-16,-479.96,TRP
T056,2025-06-27,2066.77,TRR
4B9,2025-07-16,-3095.43,TRP
4B9,2025-07-16,-3119.52,TRP
4B9,2025-07-16,-2976.6,TRP
4B9,2025-07-16,-1064.8,TRP
4B9,2025-07-11,4021.51,TRR
4B9,2025-07-11,38026.41,TRR
4B9,2025-07-11,66852.11,TRR
4B9,2025-07-11,70522.52,TRR
4B9,2025-07-14,1090.71,TRR
4B9,2025-07-14,62892.32,TRR
4B9,2025-07-16,34392.66,TRR
4B9,2025-07-16,34577.55,TRR
4B9,2025-07-16,47764.36,TRR
4B9,2025-07-17,12700.45,TRR
4B9,2025-07-17,13410.66,TRR
4B9,2025-07-17,99544.05,TRR
4B9,2025-07-23,-382.36,TRP
4B9,2025-07-23,-10.39,TRP
4B9,2025-07-23,-152.85,TRP
4B9,2025-07-23,-1297.12,TRP
4B9,2025-07-23,-3460.6,TRP
4B9,2025-07-23,-183.08,TRP
4B9,2025-07-23,-134794.0,TRP
4B9,2025-07-23,-5162.63,TRP
4B9,2025-07-23,-150.0,TRP
4B9,2025-07-23,-5836.0,TRP
4B9,2025-07-23,-1975.29,TRP
4B9,2025-07-23,-693.33,TRP
4B9,2025-07-18,536.37,TRR
4B9,2025-07-18,20607.86,TRR
4B9,2025-07-18,49613.95,TRR
4B9,2025-07-18,56492.58,TRR
4B9,2025-07-30,-40293.07,TRP
4B9,2025-07-30,-1627.7,TRP
4B9,2025-07-30,-4743.2,TRP
4B9,2025-07-30,-4340.99,TRP
4B9,2025-07-30,-1870.0,TRP
4B9,2025-07-30,-1654.0,TRP
4B9,2025-07-30,-592862.74,TRP
4B9,2025-07-30,-1101.1,TRP
4B9,2025-07-30,-1076.9,TRP
4B9,2025-07-21,7161.5,TRR
4B9,2025-07-21,31580.85,TRR
4B9,2025-07-23,376.2,TRR
4B9,2025-07-23,2170.23,TRR
4B9,2025-07-23,7834.37,TRR
4B9,2025-07-23,10778.74,TRR
4B9,2025-07-23,51798.22,TRR
4B9,2025-07-24,14553.4,TRR
4B9,2025-07-24,134881.86,TRR
4B9,2025-07-25,31862.4,TRR
4B9,2025-07-25,129184.93,TRR
4B9,2025-07-28,8925.52,TRR
4B9,2025-07-28,37877.0,TRR
4B9,2025-07-30,889.74,TRR
4B9,2025-07-30,10599.1,TRR
4B9,2025-07-30,19511.06,TRR
4B9,2025-07-30,43266.15,TRR
4B9,2025-07-30,70932.12,TRR
4B9,2025-07-30,90059.75,TRR
4B9,2025-07-31,880.36,TRR
4B9,2025-07-31,3994.69,TRR
4B9,2025-07-31,33117.0,TRR
4B9,2025-08-01,12190.34,TRR
4B9,2025-08-01,19539.61,TRR
4B9,2025-08-01,78057.13,TRR
4B9,2025-08-06,-3267.0,TRP
4B9,2025-08-06,-14140.71,TRP
4B9,2025-08-06,-642.0,TRP
86W,2022-07-26,1978482.7,TRR
4B9,2025-08-06,-1751.48,TRP
4B9,2025-08-06,-4017.2,TRP
4B9,2025-08-06,-663.69,TRP
4B9,2025-08-06,-2390.0,TRP
4B9,2025-08-06,-1960.2,TRP
4B9,2025-08-06,-520.3,TRP
4B9,2025-08-06,-595.0,TRP
4B9,2025-08-04,30005.89,TRR
4B9,2025-08-05,4969.71,TRR
4B9,2025-08-05,76044.03,TRR
4B9,2025-08-06,429.06,TRR
4B9,2025-08-06,6303.42,TRR
4B9,2025-08-06,39397.92,TRR
4B9,2025-08-06,43117.18,TRR
4B9,2025-08-07,14730.28,TRR
4B9,2025-08-07,74011.92,TRR
4B9,2025-08-08,695.19,TRR
4B9,2025-08-08,5546.49,TRR
4B9,2025-08-08,6422.65,TRR
4B9,2025-08-08,8703.42,TRR
4B9,2025-08-08,18161.43,TRR
4B9,2025-08-13,-2758.8,TRP
4B9,2025-08-13,-1135.0,TRP
4B9,2025-08-13,-86285.49,TRP
4B9,2025-08-13,-101.0,TRP
86W,2023-04-28,-196993.35,TRP
4B9,2025-08-13,-1067.59,TRP
4B9,2025-08-13,-6364.6,TRP
4B9,2025-08-13,-479.96,TRP
T056,2024-05-23,165.15,TRR
4B9,2025-08-13,-14137.0,TRP
4B9,2025-08-13,-2029.6,TRP
4B9,2025-08-13,-3398.0,TRP
4B9,2025-08-13,-2154.32,TRP
4B9,2025-08-13,-556.6,TRP
4B9,2025-08-11,23774.03,TRR
4B9,2025-08-11,35091.44,TRR
4B9,2025-08-11,75510.3,TRR
4B9,2025-08-12,3694.58,TRR
4B9,2025-08-13,3037.63,TRR
4B9,2025-08-13,40113.83,TRR
4B9,2025-08-13,42851.55,TRR
4B9,2025-08-13,43181.44,TRR
4B9,2025-08-14,9404.26,TRR
4B9,2025-08-14,57900.16,TRR
4B9,2025-08-14,61029.07,TRR
4B9,2025-08-15,75785.3,TRR
4B9,2025-08-20,-1125.3,TRP
4B9,2025-08-20,-810.5,TRP
4B9,2025-08-20,-111.59,TRP
4B9,2025-08-20,-1297.12,TRP
4B9,2025-08-20,-6814.72,TRP
4B9,2025-08-20,-2740.0,TRP
4B9,2025-08-20,-12069.0,TRP
4B9,2025-08-20,-502.15,TRP
4B9,2025-08-20,-520.3,TRP
4B9,2025-08-19,34423.75,TRR
4B9,2025-08-20,6471.4,TRR
4B9,2025-08-20,25734.04,TRR
4B9,2025-08-20,28677.9,TRR
4B9,2025-08-22,2618.98,TRR
4B9,2025-08-22,30838.15,TRR
4B9,2025-08-22,90387.81,TRR
4B9,2025-08-27,-2165.9,TRP
4B9,2025-08-27,-3426.23,TRP
4B9,2025-08-27,-1226.03,TRP
4B9,2025-08-27,-405.0,TRP
4B9,2025-08-27,-2867.7,TRP
4B9,2025-08-27,-10167.54,TRP
4B9,2025-08-27,-10328.5,TRP
4B9,2025-08-27,-520.3,TRP
4B9,2025-08-25,36372.7,TRR
4B9,2025-08-25,49481.53,TRR
4B9,2025-08-25,66750.51,TRR
4B9,2025-08-26,22917.37,TRR
4B9,2025-08-26,56103.85,TRR
4B9,2025-08-27,27303.17,TRR
4B9,2025-08-27,41545.55,TRR
4B9,2025-08-28,20878.69,TRR
4B9,2025-08-28,36346.01,TRR
4B9,2025-08-28,71119.9,TRR
4B9,2025-08-29,3694.58,TRR
4B9,2025-08-29,7623.0,TRR
4B9,2025-08-29,10663.68,TRR
4B9,2025-08-29,87742.06,TRR
4B9,2025-09-01,45786.33,TRR
4B9,2025-09-03,-3303.3,TRP
4B9,2025-09-03,-14140.71,TRP
4B9,2025-09-03,-21105.05,TRP
4B9,2025-09-03,-707.6,TRP
4B9,2025-09-03,-5251.4,TRP
4B9,2025-09-03,-3839.96,TRP
4B9,2025-09-03,-97120.3,TRP
4B9,2025-09-03,-634.12,TRP
4B9,2025-09-03,-520.3,TRP
4B9,2025-09-02,5861.11,TRR
4B9,2025-09-02,15223.37,TRR
4B9,2025-09-03,7447.49,TRR
4B9,2025-09-03,33885.09,TRR
4B9,2025-09-04,11435.32,TRR
4B9,2025-09-04,19656.55,TRR
4B9,2025-09-10,-3267.0,TRP
4B9,2025-09-10,-208.0,TRP
4B9,2025-09-10,-97255.32,TRP
4B9,2025-09-10,-24.73,TRP
4B9,2025-09-10,-786.5,TRP
4B9,2025-09-10,-85.0,TRP
4B9,2025-09-10,-2029.6,TRP
4B9,2025-09-10,-877.06,TRP
4B9,2025-09-10,-1213.63,TRP
4B9,2025-09-05,57840.02,TRR
4B9,2025-09-05,94035.45,TRR
4B9,2025-09-08,3178.38,TRR
4B9,2025-09-08,11499.68,TRR
4B9,2025-09-08,21656.69,TRR
4B9,2025-09-08,47330.6,TRR
4B9,2025-09-10,872.15,TRR
4B9,2025-09-10,2677.96,TRR
4B9,2025-09-10,42611.49,TRR
4B9,2025-09-11,1980.0,TRR
4B9,2025-09-11,30211.32,TRR
4B9,2025-09-12,2488.76,TRR
4B9,2025-09-12,39166.25,TRR
4B9,2025-09-17,-6703.4,TRP
4B9,2025-09-17,-790.0,TRP
4B9,2025-09-17,-59.86,TRP
4B9,2025-09-17,-10341.0,TRP
4B9,2025-09-17,-1115.0,TRP
4B9,2025-09-17,-101.0,TRP
4B9,2025-09-17,-1839.2,TRP
4B9,2025-09-17,-479.96,TRP
T056,2024-05-27,1180.04,TRR
4B9,2025-09-17,-590.98,TRP
4B9,2025-09-17,-150.0,TRP
4B9,2025-09-17,-1359.86,TRP
4B9,2025-09-17,-1213.63,TRP
4B9,2025-09-17,-595.0,TRP
4B9,2025-09-15,35853.1,TRR
4B9,2025-09-15,39839.12,TRR
4B9,2025-09-17,13059.82,TRR
4B9,2025-09-18,9426.62,TRR
4B9,2025-09-18,57203.56,TRR
4B9,2025-09-19,3685.66,TRR
4B9,2025-09-19,48992.75,TRR
4B9,2025-09-24,-1140.76,TRP
4B9,2025-09-24,-4295.5,TRP
4B9,2025-09-24,-12000.0,TRP
4B9,2025-09-24,-1518.24,TRP
4B9,2025-09-24,-1297.12,TRP
4B9,2025-09-24,-2698.3,TRP
82J,2025-09-19,102109.96,TRR
4B9,2025-09-24,-183.08,TRP
4B9,2025-09-24,-1112.48,TRP
4B9,2025-09-24,-1194.0,TRP
4B9,2025-09-24,-8797.0,TRP
4B9,2025-09-24,-546.92,TRP
4B9,2025-09-24,-520.3,TRP
4B9,2025-09-22,9392.67,TRR
4B9,2025-09-22,26285.18,TRR
4B9,2025-09-23,10130.12,TRR
4B9,2025-09-23,23226.27,TRR
4B9,2025-09-24,1129.04,TRR
4B9,2025-09-24,1692.06,TRR
4B9,2025-09-24,11994.23,TRR
4B9,2025-09-24,29876.93,TRR
4B9,2025-09-24,34013.09,TRR
4B9,2025-09-24,34618.53,TRR
4B9,2025-09-24,92982.27,TRR
4B9,2025-09-25,27628.44,TRR
4B9,2025-09-26,16958.0,TRR
4B9,2025-09-26,23164.6,TRR
4B9,2025-09-26,28982.06,TRR
4B9,2025-09-29,31348.6,TRR
4B9,2025-09-29,110050.83,TRR
4B9,2025-09-03,21105.05,TRR
4B9,2022-01-03,2892.84,TRR
4B9,2022-01-03,20017.47,TRR
4B9,2022-01-03,89618.11,TRR
4B9,2022-01-03,658025.84,TRR
4B9,2022-01-04,472.62,TRR
4B9,2022-01-04,2573.92,TRR
4B9,2022-01-04,6571.0,TRR
4B9,2022-01-04,14194.19,TRR
4B9,2022-01-04,19766.71,TRR
4B9,2022-01-04,115118.67,TRR
4B9,2022-01-05,58271.05,TRR
4B9,2022-01-05,59464.87,TRR
4B9,2022-01-05,139539.85,TRR
4B9,2022-01-05,285029.15,TRR
4B9,2022-01-06,121.3,TRR
4B9,2022-01-06,2019.01,TRR
4B9,2022-01-06,23298.52,TRR
4B9,2022-01-07,21107.76,TRR
4B9,2022-01-10,571.25,TRR
4B9,2022-01-10,72814.06,TRR
4B9,2022-01-10,81925.71,TRR
4B9,2022-01-11,1432.08,TRR
4B9,2022-01-11,7127.4,TRR
4B9,2022-01-12,2005.34,TRR
4B9,2022-01-12,3183.68,TRR
4B9,2022-01-12,8963.54,TRR
4B9,2022-01-12,25471.44,TRR
4B9,2022-01-13,3030.97,TRR
4B9,2022-01-13,56446.66,TRR
4B9,2022-01-14,4553.98,TRR
4B9,2022-01-14,6745.79,TRR
4B9,2022-01-14,29793.62,TRR
4B9,2022-01-14,311943.4,TRR
4B9,2022-01-18,13983.67,TRR
4B9,2022-01-18,29564.08,TRR
4B9,2022-01-19,773.69,TRR
4B9,2022-01-19,28102.18,TRR
4B9,2022-01-19,58528.83,TRR
4B9,2022-01-19,123920.41,TRR
4B9,2022-01-20,684.22,TRR
4B9,2022-01-20,12152.26,TRR
4B9,2022-01-20,33360.4,TRR
4B9,2022-01-20,124272.67,TRR
4B9,2022-01-21,21767.27,TRR
4B9,2022-01-24,1142.5,TRR
4B9,2022-01-24,1499.39,TRR
4B9,2022-01-24,10755.21,TRR
4B9,2022-01-24,88534.07,TRR
4B9,2022-01-25,27051.1,TRR
4B9,2022-01-26,4721.46,TRR
4B9,2022-01-27,34317.09,TRR
4B9,2022-01-27,51063.35,TRR
4B9,2022-01-27,85443.75,TRR
4B9,2022-01-27,233404.6,TRR
4B9,2022-01-27,489157.72,TRR
4B9,2022-01-28,13667.05,TRR
4B9,2022-01-28,33198.16,TRR
4B9,2022-01-31,16227.4,TRR
4B9,2022-01-31,40587.92,TRR
4B9,2022-02-01,20621.3,TRR
4B9,2022-02-01,28540.32,TRR
4B9,2022-02-02,7203.24,TRR
4B9,2022-02-02,14100.42,TRR
4B9,2022-02-02,64816.32,TRR
4B9,2022-02-02,148923.23,TRR
4B9,2022-02-03,588.17,TRR
4B9,2022-02-03,5079.19,TRR
4B9,2022-02-03,15927.24,TRR
4B9,2022-02-03,26370.61,TRR
4B9,2022-02-03,30407.06,TRR
4B9,2022-02-03,47725.62,TRR
4B9,2022-02-03,1172081.51,TRR
4B9,2022-02-04,8360.5,TRR
4B9,2022-02-04,10375.81,TRR
4B9,2022-02-04,55284.49,TRR
4B9,2022-02-04,70058.86,TRR
4B9,2022-02-07,1799.28,TRR
4B9,2022-02-07,6046.66,TRR
4B9,2022-02-07,23828.36,TRR
4B9,2022-02-08,54691.52,TRR
4B9,2022-02-09,27410.7,TRR
4B9,2022-02-09,34358.83,TRR
4B9,2022-02-10,446.9,TRR
4B9,2022-02-10,25193.79,TRR
4B9,2022-02-10,26006.77,TRR
4B9,2022-02-10,52408.84,TRR
4B9,2022-02-11,336.65,TRR
4B9,2022-02-11,1300.28,TRR
4B9,2022-02-11,2771.33,TRR
4B9,2022-02-11,13878.32,TRR
4B9,2022-02-14,37053.66,TRR
4B9,2022-02-14,93210.36,TRR
4B9,2022-02-15,2148.96,TRR
4B9,2022-02-15,30976.66,TRR
4B9,2022-02-16,19520.52,TRR
4B9,2022-02-16,115947.56,TRR
4B9,2022-02-17,493.18,TRR
4B9,2022-02-17,3325.34,TRR
4B9,2022-02-17,5727.28,TRR
4B9,2022-02-17,40764.43,TRR
4B9,2022-02-17,60798.37,TRR
4B9,2022-02-17,98218.24,TRR
4B9,2022-02-18,8979.54,TRR
4B9,2022-02-18,66053.06,TRR
4B9,2022-02-23,3978.66,TRR
4B9,2022-02-23,20400.29,TRR
4B9,2022-02-23,32125.45,TRR
4B9,2022-02-24,982.94,TRR
4B9,2022-02-24,2906.22,TRR
4B9,2022-02-24,3158.15,TRR
4B9,2022-02-24,9056.27,TRR
4B9,2022-02-24,51091.94,TRR
4B9,2022-02-24,277585.19,TRR
4B9,2022-02-25,8706.03,TRR
4B9,2022-02-28,17820.11,TRR
4B9,2022-02-28,19703.79,TRR
4B9,2022-02-28,54852.41,TRR
4B9,2022-03-01,31280.69,TRR
4B9,2022-03-01,121240.85,TRR
4B9,2022-03-02,34229.43,TRR
4B9,2022-03-02,41164.82,TRR
4B9,2022-03-02,123633.89,TRR
4B9,2022-03-03,3682.72,TRR
4B9,2022-03-03,4374.64,TRR
4B9,2022-03-03,4592.61,TRR
4B9,2022-03-03,6422.71,TRR
